epoch, batch, loss, loss_f, loss_e, f_mae, f_rmse, Si_f_mae, psavg_f_mae, Si_f_rmse, psavg_f_rmse, e_mae, e/N_mae
   47,     7,       0.00051994,       0.00051976,       1.8354e-07,          0.01573,         0.020662,          0.01573,          0.01573,         0.020662,         0.020662,         0.022316,       0.00034869
   47,     8,       0.00043019,          0.00043,       1.9852e-07,         0.015005,         0.018793,         0.015005,         0.015005,         0.018793,         0.018793,         0.019833,        0.0003099
   47,     9,       0.00054456,       0.00054405,       5.0662e-07,          0.01574,         0.021139,          0.01574,          0.01574,         0.021139,         0.021139,         0.040179,        0.0006278
   47,    10,       0.00039976,       0.00039951,       2.5249e-07,         0.014178,         0.018115,         0.014178,         0.014178,         0.018115,         0.018115,         0.026596,       0.00041557
   47,    11,        0.0008936,       0.00089354,       5.2085e-08,         0.019552,         0.027091,         0.019552,         0.019552,         0.027091,         0.027091,         0.010048,         0.000157
   47,    12,       0.00041059,       0.00041048,       1.0869e-07,         0.014361,         0.018362,         0.014361,         0.014361,         0.018362,         0.018362,          0.01661,       0.00025953
   47,    13,       0.00050344,       0.00050275,       6.8716e-07,          0.01541,         0.020321,          0.01541,          0.01541,         0.020321,         0.020321,         0.046793,       0.00073114
   47,    14,       0.00045599,        0.0004559,       9.6962e-08,         0.015127,         0.019351,         0.015127,         0.015127,         0.019351,         0.019351,         0.015464,       0.00024162
   47,    15,       0.00046353,       0.00046251,       1.0182e-06,         0.015107,         0.019491,         0.015107,         0.015107,         0.019491,         0.019491,         0.055555,       0.00086804
   47,    16,       0.00041619,       0.00041511,       1.0791e-06,         0.014405,         0.018465,         0.014405,         0.014405,         0.018465,         0.018465,         0.059697,       0.00093276
   48,     1,       0.00055603,       0.00055566,       3.7138e-07,         0.015947,         0.021364,         0.015947,         0.015947,         0.021364,         0.021364,         0.035072,         0.000548
   48,     2,       0.00043852,       0.00043834,       1.7581e-07,         0.014711,         0.018975,         0.014711,         0.014711,         0.018975,         0.018975,         0.022599,       0.00035312
   48,     3,       0.00049266,       0.00049209,       5.7027e-07,         0.015602,         0.020104,         0.015602,         0.015602,         0.020104,         0.020104,         0.042676,       0.00066682
   48,     4,       0.00047097,       0.00046929,       1.6832e-06,          0.01506,         0.019633,          0.01506,          0.01506,         0.019633,         0.019633,         0.071068,        0.0011104
   48,     5,       0.00045516,        0.0004545,       6.5696e-07,         0.014985,         0.019321,         0.014985,         0.014985,         0.019321,         0.019321,         0.046038,       0.00071934
   48,     6,       0.00054354,       0.00054336,       1.8164e-07,         0.016233,         0.021126,         0.016233,         0.016233,         0.021126,         0.021126,         0.019733,       0.00030833
   48,     7,       0.00043894,        0.0004374,       1.5402e-06,         0.014485,         0.018954,         0.014485,         0.014485,         0.018954,         0.018954,         0.071235,         0.001113
   48,     8,       0.00050406,       0.00050273,       1.3323e-06,         0.015053,         0.020321,         0.015053,         0.015053,         0.020321,         0.020321,         0.064746,        0.0010117
   48,     9,       0.00033243,       0.00033225,       1.7658e-07,         0.011431,          0.01652,         0.011431,         0.011431,          0.01652,          0.01652,         0.021679,       0.00033874
   48,    10,       0.00087397,       0.00087261,       1.3629e-06,         0.019883,         0.026772,         0.019883,         0.019883,         0.026772,         0.026772,         0.065832,        0.0010286
   48,    11,       0.00037881,       0.00037736,       1.4508e-06,         0.013891,         0.017605,         0.013891,         0.013891,         0.017605,         0.017605,         0.068963,        0.0010775
   48,    12,       0.00041892,       0.00041888,       3.4667e-08,         0.014369,         0.018549,         0.014369,         0.014369,         0.018549,         0.018549,         0.010123,       0.00015817
   48,    13,       0.00049159,       0.00048942,       2.1759e-06,         0.015689,          0.02005,         0.015689,         0.015689,          0.02005,          0.02005,         0.085126,        0.0013301
   48,    14,       0.00050826,       0.00050751,       7.4654e-07,         0.015616,         0.020417,         0.015616,         0.015616,         0.020417,         0.020417,         0.047661,       0.00074471
   48,    15,       0.00032507,       0.00032483,       2.3857e-07,          0.01267,         0.016334,          0.01267,          0.01267,         0.016334,         0.016334,          0.02417,       0.00037765
   48,    16,       0.00064248,       0.00064131,       1.1713e-06,         0.017438,         0.022951,         0.017438,         0.017438,         0.022951,         0.022951,         0.059639,       0.00093186
   49,     1,       0.00048581,       0.00048378,       2.0291e-06,         0.015219,         0.019934,         0.015219,         0.015219,         0.019934,         0.019934,         0.082191,        0.0012842
   49,     2,       0.00037949,       0.00037944,        5.362e-08,         0.013803,         0.017654,         0.013803,         0.013803,         0.017654,         0.017654,         0.011075,       0.00017304
   49,     3,       0.00051694,       0.00051642,       5.2596e-07,         0.015788,         0.020595,         0.015788,         0.015788,         0.020595,         0.020595,         0.039425,       0.00061601
   49,     4,       0.00043468,       0.00043386,       8.1965e-07,         0.014742,         0.018878,         0.014742,         0.014742,         0.018878,         0.018878,         0.049971,       0.00078079
   49,     5,       0.00058033,       0.00057983,       5.0203e-07,         0.016595,         0.021823,         0.016595,         0.016595,         0.021823,         0.021823,         0.034904,       0.00054538
   49,     6,       0.00053059,       0.00052982,       7.6418e-07,         0.016135,         0.020861,         0.016135,         0.016135,         0.020861,         0.020861,         0.043956,       0.00068682
   49,     7,        0.0004151,        0.0004142,       8.9343e-07,         0.014141,         0.018445,         0.014141,         0.014141,         0.018445,         0.018445,         0.054055,        0.0008446
   49,     8,       0.00041139,       0.00041134,       5.1239e-08,         0.014272,         0.018381,         0.014272,         0.014272,         0.018381,         0.018381,         0.012421,       0.00019408
   49,     9,       0.00047059,       0.00046996,       6.3454e-07,         0.014978,         0.019647,         0.014978,         0.014978,         0.019647,         0.019647,         0.044323,       0.00069255
   49,    10,       0.00045031,       0.00044927,       1.0444e-06,         0.015131,          0.01921,         0.015131,         0.015131,          0.01921,          0.01921,         0.057547,       0.00089918
   49,    11,       0.00045122,       0.00044969,       1.5274e-06,         0.013291,         0.019219,         0.013291,         0.013291,         0.019219,         0.019219,          0.06395,       0.00099922
   49,    12,       0.00066783,       0.00066736,       4.6373e-07,         0.016592,         0.023413,         0.016592,         0.016592,         0.023413,         0.023413,          0.03791,       0.00059234
   49,    13,       0.00043877,       0.00043868,        9.205e-08,         0.014677,         0.018982,         0.014677,         0.014677,         0.018982,         0.018982,         0.014637,        0.0002287
   49,    14,       0.00057814,       0.00057798,       1.5446e-07,         0.017077,         0.021789,         0.017077,         0.017077,         0.021789,         0.021789,         0.018552,       0.00028987
   49,    15,       0.00045838,       0.00045835,       3.5416e-08,         0.015071,         0.019403,         0.015071,         0.015071,         0.019403,         0.019403,        0.0097804,       0.00015282
   49,    16,       0.00037945,       0.00037918,        2.667e-07,         0.013925,         0.017648,         0.013925,         0.013925,         0.017648,         0.017648,          0.02751,       0.00042985
   50,     1,       0.00044389,       0.00044178,       2.1041e-06,         0.014558,         0.019049,         0.014558,         0.014558,         0.019049,         0.019049,            0.079,        0.0012344
   50,     2,       0.00047921,       0.00047699,       2.2255e-06,         0.015579,         0.019794,         0.015579,         0.015579,         0.019794,         0.019794,         0.085609,        0.0013376
   50,     3,       0.00044787,        0.0004478,       6.8294e-08,         0.015136,         0.019178,         0.015136,         0.015136,         0.019178,         0.019178,          0.01414,       0.00022093
   50,     4,       0.00048411,       0.00048081,        3.296e-06,         0.015089,         0.019873,         0.015089,         0.015089,         0.019873,         0.019873,          0.10498,        0.0016403
   50,     5,       0.00051715,       0.00051013,       7.0173e-06,         0.015816,          0.02047,         0.015816,         0.015816,          0.02047,          0.02047,          0.15346,        0.0023979
   50,     6,       0.00084299,       0.00084095,       2.0488e-06,          0.01999,         0.026282,          0.01999,          0.01999,         0.026282,         0.026282,         0.078481,        0.0012263
   50,     7,       0.00046583,       0.00046513,       6.9176e-07,         0.015358,         0.019546,         0.015358,         0.015358,         0.019546,         0.019546,         0.046645,       0.00072883
   50,     8,        0.0003164,       0.00031439,       2.0154e-06,         0.012175,          0.01607,         0.012175,         0.012175,          0.01607,          0.01607,         0.081797,        0.0012781
   50,     9,        0.0004582,       0.00045539,       2.8138e-06,         0.015034,          0.01934,         0.015034,         0.015034,          0.01934,          0.01934,         0.096957,         0.001515
   50,    10,       0.00048603,       0.00048399,       2.0368e-06,         0.015524,         0.019938,         0.015524,         0.015524,         0.019938,         0.019938,         0.082344,        0.0012866
   50,    11,       0.00048728,       0.00048611,       1.1701e-06,         0.015408,         0.019982,         0.015408,         0.015408,         0.019982,         0.019982,         0.060718,       0.00094872
   50,    12,        0.0004374,       0.00043706,       3.4156e-07,         0.014344,         0.018947,         0.014344,         0.014344,         0.018947,         0.018947,         0.033079,       0.00051687
   50,    13,       0.00026038,       0.00025541,       4.9657e-06,         0.010163,         0.014484,         0.010163,         0.010163,         0.014484,         0.014484,          0.12856,        0.0020087
   50,    14,       0.00040026,       0.00039319,       7.0704e-06,          0.01392,         0.017971,          0.01392,          0.01392,         0.017971,         0.017971,          0.15353,        0.0023989
   50,    15,       0.00066861,       0.00066511,       3.4999e-06,         0.017893,         0.023373,         0.017893,         0.017893,         0.023373,         0.023373,          0.10701,         0.001672
   50,    16,       0.00049007,       0.00048995,       1.2421e-07,         0.015113,         0.020061,         0.015113,         0.015113,         0.020061,         0.020061,         0.014633,       0.00022864
