epoch, wall, LR,validation_loss_f,validation_loss_e,validation_loss,validation_f_mae,validation_f_rmse,validation_Si_f_mae,validation_psavg_f_mae,validation_Si_f_rmse,validation_psavg_f_rmse,validation_e_mae,validation_e/N_mae
         0,    1.590,    0.005,          0.98756,           2.1087,           3.0962,        0.715,        0.901,        0.715,        0.715,        0.901,        0.901,         84.2,         1.32
